movie_id,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,plot_keywords,num_critic_for_reviews,duration,director_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
2203,Tombstone,George P. Cosmatos,Sylvester Stallone,Julia Nickson,Nicholas Turturro,Action|Thriller,american president|assassin|conspiracy|president|white house,210,124,420,92930005,204063,35867,0,764,R,78000000,2002,12000,7.2,2.35,0
2204,30 Days of Night,George P. Cosmatos,Michael Biehn,Dana Delany,Martin Kove,Action|Adventure|Thriller|War,1980s|mission|prison|rambo|vietnam,29,97,420,41067398,22748,2530,2,41,R,25000000,1997,635,6.1,2.35,666
2205,The Orphanage,David Slade,Danny Huston,Mark Rendall,Powers Boothe,Action|Biography|Drama|History|Romance|Western,cigar smoking|cowboy|duel|outlaw|tombstone arizona,383,103,165,85017401,246803,57881,3,474,R,92000000,2012,13000,6.7,2.35,108000
2206,Hard Candy,J.A. Bayona,Geraldine Chaplin,Belen Rueda,Megan Franich,Horror,alaska|small town|snow|vampire|winter,139,123,165,101087161,225282,15362,6,339,R,75000000,1997,878,6.8,2.35,0
2207,Run All Night,David Slade,Odessa Rae,G.J. Echternkamp,Fernando Cayo,Drama|Mystery|Thriller,dead children|ghost|missing child|orphan|orphanage,113,116,165,102678089,42705,2321,0,274,R,95000000,1999,501,6.3,2.35,885
2208,House of Wax,Jaume Collet-Serra,Liam Neeson,Common,Patrick Wilson,Crime|Drama|Thriller,chatting|missing person poster|online dating|photographer|sexual predator,252,93,165,29113588,117999,27834,0,181,R,40000000,2011,956,6.6,2.35,16000
2209,Orphan,Jaume Collet-Serra,Robert Ri'chard,Paris Hilton,Bruce McGill,Action|Crime|Drama|Thriller,death|drug dealer|limousine|limousine driver|one night,98,96,165,183125,36914,14978,1,86,R,35000000,2012,774,5.5,2.35,0
2210,2 Guns,Jaume Collet-Serra,Jimmy Bennett,CCH Pounder,Brian Van Holt,Horror,brother sister relationship|group of friends|male nudity|twin|wax,368,104,165,16999046,79517,2222,0,354,R,26000000,2009,686,5.8,1.85,12000
2211,Contraband,Baltasar Kormakur,Denzel Washington,Patrick Fischler,Aryana Engineer,Horror|Mystery|Thriller,alcoholism|girl|little girl|orphan|troubled marriage,130,92,165,,36487,29773,0,114,R,30000000,2015,947,5.6,2.35,0
2212,Blade: Trinity,Baltasar Kormakur,J.K. Simmons,David O'Hara,Fred Ward,Action|Comedy|Crime|Drama|Thriller,close up of breasts|female nudity|fugitive|money|undercover,82,95,165,,27052,1501,2,124,R,7500000,2002,327,6.8,1.85,0
2213,The Bone Collector,David S. Goyer,Ryan Reynolds,Natasha Lyonne,Lukas Haas,Action|Crime|Drama|Thriller,cocaine|contraband|drug lord|prison|smuggling,38,90,165,,5137,1298,0,50,R,,2003,246,6.3,2.35,688
2214,Patriot Games,Phillip Noyce,Denzel Washington,Angelina Jolie Pitt,John Michael Higgins,Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller,blade|blood|dracula|vampire hunter|vampire slayer,99,90,165,489220,160511,1743,0,696,R,365000,1997,648,7.3,1.85,11000
2215,The Heat,Phillip Noyce,Harrison Ford,Polly Walker,Leland Orser,Crime|Drama|Mystery|Thriller,new york city|police|quadriplegic|serial killer|suicide,533,100,421,14673301,112899,1062,0,631,R,2000000,2014,189,6.9,2.35,45000
2216,Bridesmaids,Paul Feig,Michael Rapaport,William Xifaras,Patrick Bergin,Action|Thriller,analyst|cia|ira|terrorist|terrorist attack,229,93,166,54724272,157051,2043,0,261,R,12000000,2012,329,6.7,1.85,29000
2217,Nothing to Lose,Paul Feig,Matt Lucas,Wendi McLendon-Covey,Demian Bichir,Action|Comedy|Crime,drug lord|fbi|fbi agent|hospital|shot in the crotch,91,110,422,19179969,54710,35345,2,177,R,17500000,2006,459,6.3,2.35,0
2218,The Quiet American,Steve Oedekerk,Kelly Preston,Michael McKean,Steve Bannos,Comedy|Romance,best friend|failure|food|job|partial female nudity,66,119,422,4992159,23823,3306,2,201,R,8550000,2004,499,5.6,2.35,713
2219,Munich,Phillip Noyce,Brendan Fraser,Tzi Ma,Rebecca Gayheart,Action|Adventure|Comedy|Crime,boss|ghetto|money|robber|robbery,100,100,422,18488314,76151,2893,0,333,R,1200000,2001,577,7.1,1.85,0
2220,Saving Private Ryan,Steven Spielberg,Ayelet Zurer,Moritz Bleibtreu,Holmes Osborne,Drama|Mystery|Romance|Thriller|War,american|french|saigon|vietnam|vietnamese,57,115,168,183088,11704,2243,0,36,R,15000000,2008,329,7,1.85,702
2221,Amistad,Steven Spielberg,Tom Hanks,Vin Diesel,Mathieu Amalric,Drama|History|Thriller,arab|black september|israel|jew|munich olympics,31,88,168,47329,1661,243,0,31,R,750000,2002,72,6.6,1.78,163
2222,Schindler's List,Steven Spielberg,Anthony Hopkins,Morgan Freeman,Matt Damon,Action|Drama|War,army|invasion|killed in action|normandy|soldier,245,108,425,70625986,168717,22739,1,178,R,25000000,2011,962,6.2,2.35,24000
2223,MacGruber,Steven Spielberg,Liam Neeson,Embeth Davidtz,Matthew McConaughey,Drama|History,courtroom|mutiny|ship|slave ship|slave trade,159,110,425,28831145,39357,3757,1,113,R,25000000,2014,466,6.8,2.35,14000
2224,Love in the Time of Cholera,Jorma Taccone,Jasper Cole,Will Forte,Caroline Goodall,Biography|Drama|History,german|german soldier|jew|jewish|nazi,52,117,425,85300000,48629,27378,1,134,R,10000000,1981,11000,6.9,1.85,0
2225,Donnie Brasco,Mike Newell,Marcela Mar,Giovanna Mezzogiorno,Powers Boothe,Action|Comedy|Romance,colonel|lieutenant|nuclear warhead|team|washington d.c.,51,98,681,3799339,8000,139,1,138,R,250000,2002,26,7.2,1.85,661
2226,Pushing Tin,Mike Newell,Johnny Depp,Al Pacino,Unax Ugalde,Drama|Romance,19th century|colombia|love|marriage|widow,24,103,170,2154540,3803,2457,2,41,R,45000000,1997,623,4.9,2.35,68
2227,On the Road,Mike Newell,Angelina Jolie Pitt,Kurt Fuller,Anne Heche,Biography|Crime|Drama,fbi|mafia|money|racial slur|singer,96,96,170,150415432,117606,15662,0,217,R,44000000,1985,738,6.4,2.35,0
2228,Four Weddings and a Funeral,Walter Salles,Kristen Stewart,Viggo Mortensen,Jake Weber,Comedy|Drama|Romance,air traffic control|air traffic controller|female bodybuilder|job|marriage,84,134,170,56505065,95241,4453,0,439,R,25000000,1993,722,7.8,2.35,11000
2229,Central Station,Mike Newell,Kristin Scott Thomas,James Fleet,Kirsten Dunst,Adventure|Drama,benzedrine|cactus|drugs|poem|year 1949,304,113,171,39568996,138435,814,0,527,R,32000000,2007,72,6.6,2.35,0
2230,From Paris with Love,Walter Salles,Fernanda Montenegro,Matheus Nachtergaele,Simon Callow,Comedy|Drama|Romance,1990s|chick flick|funeral|gay relationship|wedding,300,105,171,7159147,120189,954,0,308,R,3400000,2007,273,7.5,2.35,11000
2231,The Gunman,Pierre Morel,Kasia Smutniak,Amber Rose Revah,Othon Bastos,Drama,brazil|letter|rio de janeiro brazil|sertao|teacher,231,104,171,1007962,131969,117,0,651,R,950000,2005,8,7.1,2.35,12000
2232,District B13,Pierre Morel,Ray Winstone,Mark Rylance,Rebecca Dayan,Action|Thriller,ambassador|cia|dinner|spy|terrorist,236,114,174,26442251,76010,16992,2,205,R,50000000,2015,988,6.6,2.35,15000
2233,Sin City: A Dame to Kill For,Pierre Morel,David Belle,Cyril Raffaelli,Jasmine Trinca,Action|Crime|Drama|Mystery|Thriller,assassination|blood vomiting|death|hit squad|mercenary,228,108,174,32048809,94456,2178,0,576,R,30000000,2005,716,5.3,1.85,0
2234,Sin City,Frank Miller,Joseph Gordon-Levitt,Bruce Willis,Dany Verissimo-Petit,Action|Crime|Thriller,bomb|gang|police|sister|undercover cop,265,123,174,41573740,141663,88953,1,383,R,,2009,1000,7,1.85,20000
2235,The Jimmy Show,Frank Miller,Rosario Dawson,Powers Boothe,Eva Green,Action|Crime|Thriller,box office flop|female frontal nudity|female rear nudity|jackpot|rescue,228,108,174,32048809,94463,2160,0,576,R,30000000,2005,716,5.3,1.85,0
2236,Gangster Squad,Frank Whaley,Lynn Cohen,Frank Whaley,Jason Douglas,Crime|Thriller,anthology|corruption|hearing characters thoughts|neo noir|night,265,109,175,75573300,156898,20148,1,172,R,61000000,2013,497,6.7,2.35,22000
2237,The Assassination of Jesse James by the Coward Robert Ford,Ruben Fleischer,Ryan Gosling,Brandon Molale,Heather Bucha,Comedy|Drama,based on play|character name in title,270,109,175,66489425,101977,26625,3,161,R,25000000,2012,736,6.5,2.35,0
2238,30 Minutes or Less,Andrew Dominik,Brad Pitt,Jeremy Renner,Wade Williams,Action|Crime|Drama|Thriller,good versus evil|machine gun|mobster|police vigilantism|year 1949,185,122,687,52397389,132954,19764,0,514,R,65000000,2004,1000,5.9,2.35,0
2239,Zombieland,Ruben Fleischer,Bianca Kajlich,Dilshad Vadsaria,Sam Shepard,Biography|Crime|Drama|History|Western,long title|outlaw|robbery|train|train robbery,75,118,176,66488090,120202,29748,2,397,R,48000000,1999,11000,6.7,2.35,0
2240,Killing Them Softly,Ruben Fleischer,Emma Stone,Bill Murray,Fred Ward,Action|Comedy|Crime,bank heist|bank robbery|heist gone wrong|pizza delivery boy|unlikely criminal,47,117,176,83287363,81442,12757,1,137,R,45000000,1992,530,6.9,2.35,0
2241,The Manchurian Candidate,Andrew Dominik,Brad Pitt,Sam Shepard,Derek Graf,Adventure|Comedy|Horror|Sci-Fi,amusement park|on the road|zombie|zombie apocalypse|zombie spoof,270,123,176,159578352,133177,4825,7,380,R,43000000,2013,815,6.6,2.35,24000
2242,Beloved,Jonathan Demme,Denzel Washington,Dorian Missick,Ben Mendelsohn,Crime|Thriller,exploding car|hit by a car|poker game|punched in the face|shot to death,371,131,176,169076745,218711,3229,6,485,R,32500000,2011,655,6.8,2.35,27000
2243,The Silence of the Lambs,Jonathan Demme,Oprah Winfrey,Kimberly Elise,Jose Pablo Cantillo,Drama|Mystery|Sci-Fi|Thriller,brainwashed assassin|conspiracy|critically acclaimed|mother son relationship|soldier,49,98,176,44455658,36253,2457,2,92,R,25000000,1997,658,6.7,1.85,0
2244,Rachel Getting Married,Jonathan Demme,Anthony Hopkins,Scott Glenn,Hill Harper,Drama|History|Horror,farm|freedom|ohio|slavery|spirit,149,101,176,12987647,24019,3431,2,199,R,30000000,2002,268,7.1,2.35,983
2245,Bully,Jonathan Demme,Anne Hathaway,Rosemarie DeWitt,Anthony Heald,Crime|Drama|Horror|Thriller,case file|fbi agent|psycho thriller|psychopath|serial killer,298,163,14000,47379090,176936,2529,0,824,R,70000000,2005,486,7.6,2.35,0
2246,Ted 2,Larry Clark,Kelli Garner,Nick Stahl,Bill Irwin,Drama|Romance,12 step program|friend|maid of honor|tears|wedding,219,169,14000,216119491,881236,44998,2,2277,R,70000000,1998,14000,8.6,1.85,22000
2247,Ted,Seth MacFarlane,Liam Neeson,Morgan Freeman,Brad Renfro,Biography|Crime|Drama,cruelty|friend|male frontal nudity|male nudity|pubic hair,77,155,14000,44175394,56509,37570,2,227,R,36000000,1997,11000,7.2,1.85,0
2248,A Million Ways to Die in the West,Seth MacFarlane,Mila Kunis,Seth MacFarlane,Seth MacFarlane,Comedy,baby|f word|fight|lawyer|marriage,174,185,14000,96067179,865020,15233,0,1273,R,22000000,1993,795,8.9,1.85,41000
2249,Dancer in the Dark,Seth MacFarlane,Liam Neeson,Charlize Theron,Tom Skerritt,Comedy|Fantasy,2010s|car accident|sex scene|teddy bear|testicle,163,95,434,8460995,35888,2618,3,125,R,10000000,2010,622,5.5,2.35,0
2250,Melancholia,Lars von Trier,Catherine Deneuve,Udo Kier,Seth MacFarlane,Comedy|Western,dancing sheep|fetish|musical scene|racial humor|snake poison,115,139,179,4584886,19114,538,0,115,R,45000000,2007,202,6.4,2.35,0
2251,A Mighty Heart,Lars von Trier,Alexander Skarsgard,Kirsten Dunst,Bjork,Crime|Drama|Musical,ends with quotation|execution|factory|women's prison|year 1964,117,147,179,41954997,225122,56014,2,234,R,35000000,1997,14000,7.8,2.35,0
2252,The Claim,Michael Winterbottom,Angelina Jolie Pitt,Archie Panjabi,Charlotte Rampling,Drama|Sci-Fi,art director|breasts|depression|outdoor sex|riding a horse,56,124,179,8406264,24826,13093,3,175,R,38000000,1999,617,6,2.35,783
2253,The Killer Inside Me,Michael Winterbottom,Milla Jovovich,Sarah Polley,Dan Futterman,Biography|Drama|History|Thriller|War,fbi|journalist|missing|pakistan|reporter,252,137,179,717753,33107,33747,4,128,R,25000000,2012,10000,6.1,2.35,27000
2254,Code 46,Michael Winterbottom,Liam Aiken,Ned Beatty,Shirley Henderson,Drama|Romance|Western,gold|gold mine|miner|railroad|surveyor,84,117,179,52700832,107923,1862,4,197,R,4500000,1994,398,7.1,1.66,0
2255,Tristram Shandy: A Cock and Bull Story,Michael Winterbottom,Samantha Morton,Om Puri,Jay R. Ferguson,Crime|Drama|Thriller,deputy|murder|revenge|sheriff|texas,71,113,179,5595428,28951,167,0,257,R,2900000,1998,14,8,2.35,0
2256,Lilya 4-Ever,Michael Winterbottom,Steve Coogan,Shirley Henderson,Natalie Mendoza,Drama|Romance|Sci-Fi|Thriller,genetics|i.d.|love|sphinx|totalitarian,203,92,180,23324666,97775,488,1,211,R,52000000,2010,135,6.5,2.35,0
2257,Get Shorty,Lukas Moodysson,Oksana Akinshina,Artyom Bogucharskiy,Dylan Moran,Comedy|Drama,actor playing himself|battle|boots|penis|womb,224,115,180,10640645,28429,1686,0,110,R,40000000,2015,535,5.8,2.35,0
2258,The Way of the Gun,Barry Sonnenfeld,Delroy Lindo,Rene Russo,Lyubov Agapova,Crime|Drama,abandoned by mother|poverty|sex trade|teenage prostitution|unpaid bill,141,84,180,1197786,55928,962,2,157,R,12000000,2004,297,7.2,2.35,0
2259,Just Looking,Christopher McQuarrie,Kristin Lehman,Nicky Katt,Jon Gries,Comedy|Crime|Thriller,debt|loan shark|mobster|movie business|producer,339,102,436,13750556,111102,49433,3,239,R,65000000,2014,13000,6.5,1.85,32000
2260,A Walk on the Moon,Jason Alexander,Gretchen Mol,Patti LuPone,Dylan Kussman,Action|Crime|Drama|Thriller,criminal|drifter|gangster|money|surrogate mother,374,147,436,74098862,656640,3924,1,1732,R,40000000,2005,472,8.1,1.85,13000
2261,All That Jazz,Tony Goldwyn,Viggo Mortensen,Julie Kavner,Peter Onorati,Comedy|Drama,1955 chevrolet|nurse|peeping tom|reference to brooklyn dodgers|spying,9,96,436,703,480,920,3,21,R,1500000,2001,436,5.4,1.85,47
2262,Punisher: War Zone,Bob Fosse,Roy Scheider,Ben Vereen,Tovah Feldshuh,Drama,adulterous wife|cheating wife|summer|unfaithfulness|woodstock,415,113,181,45996718,173530,34738,3,264,R,60000000,2013,301,6.7,2.35,40000
2263,This Is Where I Leave You,Lexi Alexander,Julie Benz,Wayne Knight,Max Wright,Comedy|Drama|Music|Musical,dancer|editing|stand up comedian|surgery|vomiting,273,160,181,3904982,136104,22516,0,415,R,30000000,2007,10000,7.5,2.35,0
2264,Predators,Shawn Levy,Tina Fey,Abigail Spencer,Colin Salmon,Action|Crime|Drama|Thriller,gun fu|plastic surgery|psychopath|undercover|vigilante,220,83,181,37053924,77935,1987,3,122,R,28000000,2011,579,6.1,2.35,0
2265,Metallica Through the Never,Nimrod Antal,Topher Grace,Alice Braga,Jane Fonda,Comedy|Drama,brother sister relationship|childhood home|man child|sibling|vomiting,445,88,181,75590286,386217,28011,4,553,R,23600000,2009,13000,7.7,2.35,26000
2266,3:10 to Yuma,Nimrod Antal,James Hetfield,Mackenzie Gray,Derek Mears,Action|Adventure|Sci-Fi|Thriller,kicked in the face|martial arts|punched in the face|strong female character|woman punching a man,414,97,181,14938570,111625,14025,1,369,R,15000000,2012,820,6.2,2.35,20000
2267,Identity,James Mangold,Christian Bale,Logan Lerman,Lars Ulrich,Music,headbanger|metallica|roadie|song in title|standing on the roof of a car,209,129,438,65948711,86422,20056,1,363,R,80000000,2004,1000,6.6,1.85,0
2268,"Girl, Interrupted",James Mangold,Clea DuVall,Rebecca De Mornay,Gretchen Mol,Adventure|Crime|Drama|Western,outlaw|rancher|small western town|stagecoach|train,78,172,438,22843047,6082,2397,1,207,R,55000000,1998,637,5.9,1.85,853
2269,Cop Land,James Mangold,Angelina Jolie Pitt,Clea DuVall,Jake Busey,Mystery|Thriller,dissociative identity disorder|motel room key|murder|storm|stranded,185,138,438,130727000,887467,13184,0,916,R,19000000,1991,826,8.6,1.85,40000
2270,Mortdecai,James Mangold,Robert De Niro,Sylvester Stallone,Vanessa Redgrave,Biography|Drama,1960s|father daughter incest|mental hospital|suicide|suicide attempt,232,113,438,12796277,41226,12274,1,281,R,,2008,536,6.7,1.85,0
2271,Mirrors,David Koepp,Johnny Depp,Olivia Munn,Janeane Garofalo,Crime|Drama|Thriller,corruption|faked death|falling off a roof|internal affairs|nypd,76,115,184,510092,29424,3293,0,336,R,,2001,648,7,1.85,0
2272,Piranha 3D,Alexandre Aja,Jason Flemyng,Cameron Boyce,Ulrich Thomsen,Action|Comedy|Mystery|Romance,art dealer|fake painting|macguffin|moustache|stolen painting,280,125,3000,81257500,117739,30010,0,229,R,68000000,2015,11000,6.4,2.35,30000
2273,The Hills Have Eyes,Alexandre Aja,Adam Scott,Kelly Brook,Julian Glover,Horror|Mystery,estranged wife|evil|fire|medication|mirror,457,112,3000,218628680,471644,21773,1,623,R,50000000,2012,3000,7,1.85,74000
2274,Stir of Echoes,Alexandre Aja,Dan Byrd,Greg Nicotero,Jessica Szohr,Comedy|Horror,bloody water|boat|party|piranha|spring break,303,136,3000,42615685,136093,28927,3,416,R,40000000,2014,9000,6.1,2.35,24000
2275,A Single Man,David Koepp,Illeana Douglas,Kathryn Erbe,Vinessa Shaw,Horror,desert|horror movie remake|murder of family|rape|slasher,177,140,3000,4157491,79330,2894,0,690,R,12800000,2000,595,8,2.35,0
2276,Agora,Tom Ford,Colin Firth,Teddy Sears,Lusia Strus,Horror|Mystery|Thriller,disappearance|hearing voices|hypnosis|post hypnotic suggestion|seeing a ghost,439,130,3000,3029870,128729,15835,1,551,R,7400000,2011,4000,7.1,2.35,50000
2277,Regression,Alejandro Amenabar,Max Minghella,Ashraf Barhom,Keri Lynn Pratt,Drama|Romance,car accident|male full back nudity|practicing a suicide|public nudity|suicide contemplation,190,108,187,9172810,24150,12178,0,118,R,16000000,2007,883,6.7,2.35,923
2278,American History X,Alejandro Amenabar,Emma Watson,Aaron Ashmore,Rupert Evans,Adventure|Drama|History|Romance,christian|love|philosophy|prefect|slave,71,115,187,403932,5254,17104,4,92,R,20000000,2000,900,6.5,2.35,141
2279,The Kids Are All Right,Tony Kaye,Ethan Suplee,Beverly D'Angelo,Julian Richings,Crime|Drama|Mystery|Thriller,inspired by true events|memory|minnesota|police|year 1990,225,109,187,214966,28483,1813,0,176,R,13000000,2010,467,6.1,2.35,0
2280,The Secret in Their Eyes,Lisa Cholodenko,Josh Hutcherson,Mia Wasikowska,Stacy Keach,Crime|Drama,curb stomping|neo nazi|prison|son dislikes mother's boyfriend|white supremacist,133,93,187,197148,18109,1176,0,150,R,7500000,2003,163,6.3,2.35,0
2281,Fury,Juan Jose Campanella,Ricardo Darin,Soledad Villamil,Yaya DaCosta,Comedy|Drama,biological father|college|motorcycle|sperm|sperm donor,122,94,187,1247453,11202,3690,0,123,R,2800000,2005,887,6.8,2.35,750
2282,Running with Scissors,David Ayer,Brad Pitt,Logan Lerman,Guillermo Francella,Drama|Mystery|Thriller,investigation|justice|murder|suspect|tension,112,109,187,181655,35464,131,1,206,R,,2002,2,7.9,1.85,0
2283,Doomsday,Ryan Murphy,Jill Clayburgh,Joseph Cross,Jim Parrack,Action|Drama|War,battle|battlefield|brutality|combat|tank,96,105,188,72077000,62986,3439,4,150,R,30250000,1995,808,6.9,1.85,0
2284,Centurion,Neil Marshall,Ryan Kruger,Jason Cope,Dagmara Dominczyk,Comedy|Drama,alcoholic|fame|therapist|writer|writing,117,119,188,6047856,27536,358,4,327,R,8500000,2000,127,6.7,1.85,1000
2285,The Descent,Neil Marshall,Michael Fassbender,JJ Feild,Jeremy Crutchley,Action|Sci-Fi|Thriller,cure|quarantine|scotland|virus|wall,20,97,700,39852,1238,1030,1,25,R,3000000,1999,325,6.7,1.85,117
2286,Sabotage,Neil Marshall,MyAnna Buring,Shauna Macdonald,Dave Legeno,Action|Adventure|Drama|History|Thriller|War,mushroom|mute|roman soldier|screaming|wood carving,47,107,956,4741987,6782,10368,1,114,R,14000000,1999,233,6.6,1.85,860
2287,Street Kings,David Ayer,Mireille Enos,Martin Donovan,Craig Conway,Adventure|Horror|Thriller,cave|expedition|friendship between women|group of friends|survival horror,84,123,189,,19228,1476,0,146,R,,1979,388,7.8,1.85,0
2288,End of Watch,David Ayer,Keanu Reeves,Chris Evans,Maurice Compte,Action|Crime|Drama|Thriller,dea|drug cartel|kicked in the crotch|strip club|tough girl,151,103,189,7948159,48999,6563,1,280,R,35000000,2008,967,6,2.35,0
2289,Harsh Times,David Ayer,Jake Gyllenhaal,Anna Kendrick,Noel Gugliemi,Action|Crime|Drama|Thriller,captain|lapd|murder|undercover cop|violence,156,103,189,34290142,54242,4662,8,145,R,19800000,2014,1000,6.6,2.35,14000
2290,Let Me In,David Ayer,J.K. Simmons,Christian Bale,America Ferrera,Crime|Drama|Thriller,lapd|police|police officer|south central los angeles|street gang,351,107,190,52000688,171418,4243,0,619,R,40000000,2010,1000,6.4,2.35,17000
2291,In Bruges,Matt Reeves,Chloe Grace Moretz,Dylan Minnette,Noel Gugliemi,Action|Crime|Drama|Thriller,blood splatter|friend|lapd|mexican|violence,103,93,190,3419967,13359,1083,0,56,R,,2013,253,7.2,2.35,19000
2292,Seven Psychopaths,Martin McDonagh,Elizabeth Berrington,Anna Madeley,Kodi Smit-McPhee,Drama|Fantasy|Horror|Mystery,blood|boy|night|school|vampire,295,122,446,53574088,237872,33548,1,560,R,55000000,2007,8000,7.8,2.35,0
2293,Lost Souls,Martin McDonagh,Abbie Cornish,Gabourey Sidibe,Eric Godon,Comedy|Crime|Drama,bruges|bullet|hope|irish|tourist,136,91,446,51475962,177828,3969,0,714,R,30000000,2003,872,7.3,2.35,11000
2294,The Singing Detective,Janusz Kaminski,Philip Baker Hall,Bob Clendenin,Michael Stuhlbarg,Comedy|Crime,dognapping|gangster|misfiring gun|screenwriter|shih tzu,133,127,446,28871190,125421,13433,0,385,R,24000000,1999,1000,7.3,1.85,0
2295,Anna Karenina,Keith Gordon,Robert Downey Jr.,Robin Wright,Ben Chaplin,Drama|Horror|Thriller,faith|mental patient|priest|scheme|teacher,131,120,446,44886089,69576,40117,3,207,R,10000000,1997,13000,6.9,1.85,2000
2296,Fifty Shades of Grey,Joe Wright,Kelly Macdonald,Guro Nagelhus Schia,Alfre Woodard,Comedy|Crime|Musical|Mystery,detective|detective novel|fantasy sequence|hallucination|writer,181,107,192,7605668,47320,42683,2,188,R,60000000,2015,2000,5.5,2.35,12000
2297,Atonement,Sam Taylor-Johnson,Jennifer Ehle,Luke Grimes,Matthew Macfadyen,Drama|Romance,dance|infidelity|marriage|russia|russian,208,112,192,30691439,86205,3185,0,232,R,35000000,2008,915,6.2,2.35,5000
2298,Nowhere Boy,Joe Wright,Benedict Cumberbatch,Alfie Allen,Callum Rennie,Drama|Romance,female frontal nudity|female nudity|perversion|sex scene|spanking,365,88,192,25003072,72552,5737,0,374,R,24000000,2010,859,5.5,2.35,13000
2299,The Expendables,Sam Taylor-Johnson,Kristin Scott Thomas,Ophelia Lovibond,Brenda Blethyn,Drama|Mystery|Romance|War,death of sister|dying|loss of virginity|septicemia|sex,265,108,192,41777564,129719,4500,0,855,R,15000000,2006,1000,6.4,2.35,0
2300,Psycho,Sylvester Stallone,Jason Statham,Sylvester Stallone,Anne-Marie Duff,Biography|Drama|Music,1960s|childhood|friendship|love|the beatles,164,99,192,21133087,62468,1254,0,374,R,12000000,1999,301,7,1.85,0
2301,Ed Wood,Alfred Hitchcock,Janet Leigh,Vera Miles,Jet Li,Action|Adventure|Thriller,action hero|assassination attempt|explosion|machine gun|rescue mission,281,99,192,9166863,83182,14816,2,247,R,7000000,2009,343,7.6,2.35,16000
2302,Frenzy,Tim Burton,Johnny Depp,Bill Murray,John Gavin,Horror|Mystery|Thriller,money|motel|rain|shower|theft,180,141,448,617840,52496,1829,2,172,R,70000000,2009,451,7.2,2.35,29000
2303,Evil Dead,Alfred Hitchcock,Bernard Cribbins,Jean Marsh,Martin Landau,Biography|Comedy|Drama,1950s|director|friend|friendship|transvestism,140,106,448,54734,20821,10982,1,62,R,,2015,750,5.7,2.35,0
2304,Desert Blue,Fede Alvarez,Lou Taylor Pucci,Elizabeth Blackmore,Clive Swift,Thriller,penknife|police|rape|serial killer|united kingdom,162,101,194,6712241,782437,3858,2,1420,R,7500000,1998,816,8.6,1.85,35000
2305,Hurricane Streets,Morgan J. Freeman,Ethan Suplee,John Heard,Ellen Sandweiss,Horror,book of the dead|demon|h.p. lovecraft|lesbian kiss|promise,323,106,450,20803237,110616,18645,1,291,R,3500000,2010,3000,7.1,1.85,16000
2306,Where the Truth Lies,Morgan J. Freeman,Edie Falco,Heather Matarazzo,Sara Gilbert,Drama,cola|desert|ice cream cone|teenage girl|vomiting,262,129,195,20167424,131831,1044,0,231,R,2000000,2009,88,8.2,2.35,33000
2307,Ararat,Atom Egoyan,Colin Firth,Alison Lohman,Lynn Cohen,Crime|Drama|Romance,gang|new mexico|prison|smuggling|theft,406,134,452,85707116,303185,20411,4,701,R,68000000,2014,8000,7.6,2.35,82000
2308,Chloe,Atom Egoyan,David Alpay,Marie-Josee Croze,Rachel Blanchard,Crime|Drama|Mystery|Thriller,breasts|death|female rear nudity|lesbian cunnilingus|rear entry sex,132,122,708,6754898,20000,1291,0,188,R,12000000,2006,398,6.2,2.35,0
2309,The Sweet Hereafter,Atom Egoyan,Liam Neeson,Meghan Heffern,Charles Aznavour,Drama|War,armenian|armenian genocide|customs agent|genocide|prayer,254,113,197,10955425,62770,391,1,396,R,30000000,2008,107,6,2.35,0
2310,Exotica,Atom Egoyan,Bruce Greenwood,Sarah Polley,Natalie Lisinska,Drama|Mystery|Romance|Thriller,bare chested boy|doctor|escort|infidelity|prostitute,195,97,197,122288,64777,15293,0,201,R,,2010,794,6.4,2.35,0
2311,The Conformist,Atom Egoyan,Bruce Greenwood,Mia Kirshner,Simon Baker,Drama,anger|bus|child|lawyer|school,342,100,197,26005908,154938,1379,0,1100,R,3500000,2005,239,7.2,2.35,10000
2312,The Lives of Others,Bernardo Bertolucci,Jean-Louis Trintignant,Stefania Sandrelli,Sarah Polley,Drama|Mystery|Romance,bird|cult film|egg|nightclub|toronto,233,109,453,10499968,47498,1458,3,212,R,35000000,2014,206,5.7,1.85,10000
2313,Total Recall,Florian Henckel von Donnersmarck,Sebastian Koch,Ulrich Muhe,Dominique Sanda,Drama,fascist|gun|italy|nudity|sexuality,190,109,453,26415649,94892,33878,4,189,R,20000000,2008,11000,6.8,2.35,0
2314,Starship Troopers,Paul Verhoeven,Ronny Cox,Rachel Ticotin,Martina Gedeck,Drama|Thriller,east germany|police|secret police|stasi|writer,355,109,453,40983001,181025,27788,2,336,R,7000000,2012,10000,7.7,1.85,38000
2315,Hollow Man,Paul Verhoeven,Jake Busey,Patrick Muldoon,Marshall Bell,Action|Sci-Fi,ambiguous ending|false memory|implanted memory|memory|space colony,118,116,453,3335839,54657,50313,2,222,R,2000000,2005,23000,7,1.85,0
